ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,region_Zone1,region_Zone2,region_Zone3,marital_Married,ed_level,retire_Yes,gender_Male,voice_Yes,internet_Yes,forward_Yes,custcat_Basic service,custcat_E-service,custcat_Plus service,custcat_Total service,CLV,income_quartile,age_group,high_value,high_income,surv_prob_1year,churn_risk_1year
725,Zone 3,45,34,Married,14,43,College degree,No,Male,No,Yes,No,E-service,Yes,1,0,0,1,1,3.0,0,1,0,1,0,False,True,False,False,1904.0833027591425,Q2,30-40,0,0,0.9459900726462375,0.05400992735376253
726,Zone 1,25,28,Married,6,41,College degree,No,Female,Yes,No,Yes,Plus service,Yes,1,1,0,0,1,3.0,0,0,1,0,1,False,False,True,False,1657.1647177392376,Q2,<30,0,0,0.8907605413501586,0.10923945864984141
727,Zone 3,66,39,Unmarried,1,66,High school degree,No,Female,No,No,No,E-service,No,0,0,0,1,0,2.0,0,0,0,0,0,False,True,False,False,1970.8322952226508,Q3,30-40,0,1,0.9582896057329481,0.04171039426705192
728,Zone 1,27,67,Unmarried,1,33,College degree,Yes,Female,Yes,No,Yes,Plus service,Yes,1,1,0,0,0,3.0,1,0,1,0,1,False,False,True,False,1901.4869670109279,Q2,50+,0,0,0.9454913157158262,0.05450868428417377
729,Zone 1,19,41,Unmarried,5,53,College degree,No,Male,No,No,No,Basic service,No,0,1,0,0,0,3.0,0,1,0,0,0,True,False,False,False,1299.4878725927165,Q3,40-50,0,1,0.7748639156119815,0.22513608438801846
730,Zone 2,17,41,Married,9,28,College degree,No,Male,No,No,No,Basic service,No,0,0,1,0,1,3.0,0,1,0,0,0,True,False,False,False,1670.1879192612064,Q1 (Low),40-50,0,0,0.8941067389084006,0.10589326109159936
731,Zone 2,16,36,Unmarried,13,58,College degree,No,Male,No,No,Yes,Basic service,No,0,0,1,0,0,3.0,0,1,0,0,1,True,False,False,False,1346.072552691244,Q3,30-40,0,1,0.7929082256929332,0.20709177430706682
732,Zone 1,8,42,Married,2,129,College degree,No,Female,No,Yes,No,Basic service,No,0,1,0,0,1,3.0,0,0,0,1,0,True,False,False,False,1162.3965336333326,Q4 (High),40-50,0,1,0.7157671551287118,0.2842328448712882
733,Zone 1,3,25,Unmarried,0,65,College degree,No,Female,Yes,Yes,No,Total service,Yes,1,1,0,0,0,3.0,0,0,1,1,0,False,False,False,True,909.401989699525,Q3,<30,0,1,0.5808958794334426,0.41910412056655744
736,Zone 1,66,62,Unmarried,31,47,High school degree,No,Female,No,No,No,E-service,No,0,1,0,0,0,2.0,0,0,0,0,0,False,True,False,False,2225.0468360773402,Q2,50+,1,0,0.9970721231379542,0.002927876862045764
737,Zone 3,28,50,Married,7,25,Did not complete high school,No,Male,No,No,Yes,Basic service,No,0,0,0,1,1,1.0,0,1,0,0,1,True,False,False,False,1940.9907997107798,Q1 (Low),40-50,0,0,0.9529132099016844,0.04708679009831562
738,Zone 1,15,38,Married,11,46,Post-undergraduate degree,No,Male,No,No,No,Basic service,Yes,1,1,0,0,1,4.0,0,1,0,0,0,True,False,False,False,1532.3611097138373,Q2,30-40,0,0,0.8558543227720278,0.14414567722797222
740,Zone 3,38,33,Unmarried,4,19,High school degree,No,Female,No,No,No,Plus service,No,0,0,0,1,0,2.0,0,0,0,0,0,False,False,True,False,1870.0632135724056,Q1 (Low),30-40,0,0,0.939328769493512,0.06067123050648804
742,Zone 3,60,57,Married,18,72,Post-undergraduate degree,Yes,Male,Yes,Yes,Yes,Total service,No,0,0,0,1,1,4.0,1,1,1,1,1,False,False,False,True,1915.9514130890961,Q3,50+,0,1,0.9482500921433434,0.05174990785665656
743,Zone 3,72,65,Married,33,71,Did not complete high school,Yes,Female,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,1,0,0,0,1,False,False,True,False,2235.5163556911248,Q3,50+,1,1,0.9984319134919352,0.0015680865080648365
744,Zone 1,42,42,Married,9,41,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,1,0,0,1,2.0,0,1,1,0,1,False,False,True,False,1966.0077577707586,Q2,40-50,0,0,0.9574334516101746,0.04256654838982543
745,Zone 3,32,37,Unmarried,9,44,High school degree,No,Male,No,No,No,Basic service,No,0,0,0,1,0,2.0,0,1,0,0,0,True,False,False,False,1495.9822204300997,Q2,30-40,0,0,0.8446436610362691,0.1553563389637309
746,Zone 3,48,50,Married,4,208,College degree,No,Female,Yes,Yes,No,Total service,Yes,1,0,0,1,1,3.0,0,0,1,1,0,False,False,False,True,1840.1478744997312,Q4 (High),40-50,0,1,0.9332397705739744,0.06676022942602555
747,Zone 3,63,37,Married,1,45,College degree,No,Female,Yes,Yes,No,E-service,No,0,0,0,1,1,3.0,0,0,1,1,0,False,True,False,False,1564.5720928784178,Q2,30-40,0,0,0.8653763971189976,0.1346236028810024
749,Zone 2,68,42,Unmarried,16,89,College degree,No,Male,No,Yes,No,E-service,No,0,0,1,0,0,3.0,0,1,0,1,0,False,True,False,False,1839.381835777208,Q4 (High),40-50,0,1,0.933080928121507,0.066919071878493
750,Zone 1,6,29,Married,4,19,High school degree,No,Female,No,No,No,Basic service,No,0,1,0,0,1,2.0,0,0,0,0,0,True,False,False,False,1457.824780235894,Q1 (Low),<30,0,0,0.832343418845667,0.16765658115433302
751,Zone 1,68,57,Married,33,15,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,1,0,0,1,2.0,0,0,1,1,1,False,False,False,True,2171.5525743907333,Q1 (Low),50+,1,0,0.9898559879658538,0.010144012034146166
752,Zone 3,72,68,Married,26,59,High school degree,Yes,Female,Yes,Yes,Yes,Total service,No,0,0,0,1,1,2.0,1,0,1,1,1,False,False,False,True,2172.686707933832,Q3,50+,1,1,0.9900137595275921,0.009986240472407926
754,Zone 3,20,51,Married,11,27,College degree,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,3.0,0,1,0,0,1,False,False,True,False,2132.9234369093924,Q1 (Low),50+,1,0,0.9843535568666464,0.015646443133353616
755,Zone 2,70,35,Married,4,48,High school degree,No,Male,No,No,No,E-service,No,0,0,1,0,1,2.0,0,1,0,0,0,False,True,False,False,2038.1573001971694,Q3,30-40,0,1,0.9697326342112114,0.030267365788788636
756,Zone 3,32,47,Unmarried,25,135,High school degree,No,Female,No,Yes,No,Basic service,No,0,0,0,1,0,2.0,0,0,0,1,0,True,False,False,False,1724.1162975225525,Q4 (High),40-50,0,1,0.9074114717253481,0.09258852827465192
757,Zone 2,61,52,Married,23,19,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,0,1,0,1,1.0,0,1,0,0,1,False,False,True,False,2209.021760790244,Q1 (Low),50+,1,0,0.9949580193927825,0.0050419806072175
758,Zone 1,24,25,Married,3,28,College degree,No,Male,No,Yes,No,E-service,No,0,1,0,0,1,3.0,0,1,0,1,0,False,True,False,False,1463.3520047895174,Q1 (Low),<30,0,0,0.8341603630421189,0.16583963695788106
759,Zone 2,56,61,Married,14,12,Did not complete high school,Yes,Female,No,No,No,Basic service,No,0,0,1,0,1,1.0,1,0,0,0,0,True,False,False,False,2089.764147847852,Q1 (Low),50+,0,0,0.9778994519166544,0.022100548083345606
760,Zone 3,54,59,Unmarried,28,28,High school degree,No,Male,No,Yes,No,E-service,No,0,0,0,1,0,2.0,0,1,0,1,0,False,True,False,False,2170.461639928396,Q1 (Low),50+,1,0,0.9897040258493349,0.010295974150665077
764,Zone 1,24,61,Married,6,112,College degree,No,Female,No,Yes,No,Basic service,Yes,1,1,0,0,1,3.0,0,0,0,1,0,True,False,False,False,1663.949809064766,Q4 (High),50+,0,1,0.8925105367672513,0.10748946323274866
765,Zone 3,62,35,Married,2,28,High school degree,No,Female,No,No,No,E-service,No,0,0,0,1,1,2.0,0,0,0,0,0,False,True,False,False,2063.1375165107147,Q1 (Low),30-40,0,0,0.9737487356059596,0.026251264394040352
766,Zone 2,14,40,Unmarried,13,398,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,4.0,0,0,1,1,1,False,False,False,True,1412.4730523065598,Q4 (High),30-40,0,1,0.8169708478924145,0.18302915210758552
768,Zone 2,30,74,Married,12,10,Did not complete high school,Yes,Female,No,No,Yes,Plus service,No,0,0,1,0,1,1.0,1,0,0,0,1,False,False,True,False,2219.350084401604,Q1 (Low),50+,1,0,0.9963251509766432,0.0036748490233567965
770,Zone 2,42,50,Married,17,85,High school degree,No,Female,No,No,No,Basic service,No,0,0,1,0,1,2.0,0,0,0,0,0,True,False,False,False,2036.2917819569036,Q4 (High),40-50,0,1,0.9694278621541839,0.03057213784581614
772,Zone 1,4,22,Married,1,22,High school degree,No,Female,No,No,Yes,Plus service,No,0,1,0,0,1,2.0,0,0,0,0,1,False,False,True,False,1743.8261860155085,Q1 (Low),<30,0,0,0.9120600272353547,0.08793997276464527
773,Zone 2,44,49,Married,2,66,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0,1,0,1,2.0,0,0,1,0,1,False,False,False,True,2033.799241604179,Q3,40-50,0,1,0.9690195874334913,0.03098041256650874
774,Zone 3,49,63,Unmarried,18,10,High school degree,Yes,Male,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,1,1,0,0,1,False,False,True,False,2162.751002926326,Q1 (Low),50+,1,0,0.9886243525724103,0.011375647427589675
775,Zone 3,5,36,Married,2,34,Did not complete high school,No,Female,No,No,Yes,Plus service,Yes,1,0,0,1,1,1.0,0,0,0,0,1,False,False,True,False,2052.166200027477,Q2,30-40,0,0,0.971999647457124,0.028000352542876028
776,Zone 3,70,50,Married,29,67,Did not complete high school,No,Male,No,No,No,E-service,No,0,0,0,1,1,1.0,0,1,0,0,0,False,True,False,False,2229.209756164405,Q3,40-50,1,1,0.9976148146982374,0.0023851853017625713
777,Zone 1,30,57,Married,16,19,Did not complete high school,No,Male,No,No,No,Basic service,Yes,1,1,0,0,1,1.0,0,1,0,0,0,True,False,False,False,2096.5029667460376,Q1 (Low),50+,0,0,0.9789291793653693,0.021070820634630727
778,Zone 2,28,48,Unmarried,20,128,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,3.0,0,0,1,1,1,False,False,False,True,1811.1281537802727,Q4 (High),40-50,0,1,0.9271178738400536,0.07288212615994638
779,Zone 1,5,28,Married,3,39,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,1,0,0,1,4.0,0,1,1,1,1,False,False,False,True,1080.3722697998965,Q2,<30,0,0,0.6758352972791096,0.3241647027208904
780,Zone 2,27,35,Unmarried,12,56,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,0,1,0,0,1.0,0,0,1,0,1,False,False,False,True,1921.8853775334828,Q3,30-40,0,1,0.9493679757703529,0.05063202422964708
781,Zone 2,17,39,Unmarried,12,45,College degree,No,Female,No,No,No,Basic service,Yes,1,0,1,0,0,3.0,0,0,0,0,0,True,False,False,False,1503.0172391922217,Q2,30-40,0,0,0.8468502481250872,0.15314975187491275
782,Zone 1,4,37,Married,8,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,1,0,0,1,1.0,0,0,0,0,0,True,False,False,False,1799.3292137643732,Q1 (Low),30-40,0,0,0.9245663924289097,0.0754336075710903
783,Zone 1,30,23,Married,0,24,High school degree,No,Female,No,Yes,No,Plus service,No,0,1,0,0,1,2.0,0,0,0,1,0,False,False,True,False,1413.406190819856,Q1 (Low),<30,0,0,0.8172956351830336,0.1827043648169664
784,Zone 3,71,40,Married,19,53,College degree,No,Female,No,Yes,Yes,Total service,No,0,0,0,1,1,3.0,0,0,0,1,1,False,False,False,True,2023.1040765079297,Q3,30-40,0,1,0.9672538126735295,0.0327461873264705
785,Zone 3,67,77,Unmarried,55,49,Did not complete high school,Yes,Female,No,No,No,Basic service,No,0,0,0,1,0,1.0,1,0,0,0,0,True,False,False,False,2234.99319075236,Q3,50+,1,1,0.9983643613551513,0.0016356386448487248
786,Zone 3,24,48,Married,3,38,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,0,1,1,1.0,0,0,0,0,0,True,False,False,False,1927.507425614751,Q2,40-50,0,0,0.9504197248229594,0.049580275177040556
788,Zone 2,59,54,Unmarried,32,126,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,1,0,0,1.0,0,0,0,0,1,False,False,True,False,2213.543667099276,Q4 (High),50+,1,1,0.9955586210948544,0.004441378905145621
789,Zone 3,59,32,Unmarried,9,73,College degree,No,Male,No,No,No,E-service,Yes,1,0,0,1,0,3.0,0,1,0,0,0,False,True,False,False,1892.8466047657632,Q3,30-40,0,1,0.94382016339522,0.05617983660477999
790,Zone 3,44,37,Married,1,41,College degree,No,Female,Yes,Yes,No,E-service,No,0,0,0,1,1,3.0,0,0,1,1,0,False,True,False,False,1564.4227642660842,Q2,30-40,0,0,0.8653331065620188,0.13466689343798122
791,Zone 1,19,31,Married,0,22,College degree,No,Male,No,No,No,E-service,Yes,1,1,0,0,1,3.0,0,1,0,0,0,False,True,False,False,1864.8203287323631,Q1 (Low),30-40,0,0,0.9382775386490972,0.06172246135090276
792,Zone 2,58,46,Married,23,23,Did not complete high school,No,Female,No,Yes,No,Basic service,No,0,0,1,0,1,1.0,0,0,0,1,0,True,False,False,False,1909.9091877423114,Q1 (Low),40-50,0,0,0.947103539305193,0.052896460694807024
793,Zone 1,41,53,Married,22,94,High school degree,No,Male,No,No,No,E-service,No,0,1,0,0,1,2.0,0,1,0,0,0,False,True,False,False,2211.765561596951,Q4 (High),50+,1,1,0.9953228343542927,0.004677165645707304
795,Zone 3,13,36,Unmarried,11,31,High school degree,No,Male,No,No,No,Basic service,Yes,1,0,0,1,0,2.0,0,1,0,0,0,True,False,False,False,1521.067043283437,Q2,30-40,0,0,0.8524265822809102,0.14757341771908983
796,Zone 1,60,53,Unmarried,22,171,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,0,0,0,1,False,False,True,False,2183.3528123345113,Q4 (High),50+,1,1,0.9914872259042882,0.008512774095711828
797,Zone 2,72,49,Married,23,102,Did not complete high school,No,Female,No,No,No,E-service,No,0,0,1,0,1,1.0,0,0,0,0,0,False,True,False,False,2221.0422960818964,Q4 (High),40-50,1,1,0.996547561626798,0.0034524383732019714
798,Zone 2,33,39,Unmarried,17,27,College degree,No,Female,Yes,Yes,No,Total service,No,0,0,1,0,0,3.0,0,0,1,1,0,False,False,False,True,1634.8162908383442,Q1 (Low),30-40,0,0,0.8848931065517183,0.11510689344828173
799,Zone 2,72,45,Married,25,98,College degree,No,Female,Yes,No,Yes,Total service,No,0,0,1,0,1,3.0,0,0,1,0,1,False,False,False,True,2145.6979103750873,Q4 (High),40-50,1,1,0.9862011694157067,0.01379883058429332
800,Zone 1,66,54,Married,8,591,College degree,No,Female,Yes,No,Yes,Total service,No,0,1,0,0,1,3.0,0,0,1,0,1,False,False,False,True,2087.168296402642,Q4 (High),50+,0,1,0.9775005777064417,0.02249942229355828
801,Zone 3,53,37,Married,7,25,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,0,0,0,0,1,False,False,True,False,2101.9290577377383,Q1 (Low),30-40,0,0,0.9797523211325317,0.020247678867468255
802,Zone 2,22,28,Married,0,36,College degree,No,Male,No,Yes,Yes,Total service,No,0,0,1,0,1,3.0,0,1,0,1,1,False,False,False,True,1388.14715294165,Q2,<30,0,0,0.8083751088199842,0.1916248911800158
803,Zone 2,14,26,Married,1,25,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,0,0,0,1,False,False,True,False,1824.8582476001409,Q1 (Low),<30,0,0,0.9300412428574611,0.06995875714253885
804,Zone 1,52,49,Unmarried,18,69,High school degree,No,Female,No,No,Yes,Plus service,No,0,1,0,0,0,2.0,0,0,0,0,1,False,False,True,False,2122.7306940637914,Q3,40-50,1,1,0.9828590951187899,0.017140904881210117
805,Zone 3,33,30,Married,5,22,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,1.0,0,1,0,0,1,False,False,True,False,2000.34519804364,Q1 (Low),<30,0,0,0.9634200016315114,0.036579998368488575
806,Zone 3,72,66,Unmarried,26,67,High school degree,Yes,Female,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,1,0,0,0,1,False,False,True,False,2206.1969935987895,Q3,50+,1,1,0.9945812034690912,0.00541879653090882
807,Zone 1,40,40,Married,3,73,College degree,No,Female,Yes,No,Yes,Plus service,Yes,1,1,0,0,1,3.0,0,0,1,0,1,False,False,True,False,1811.493618163099,Q3,30-40,0,1,0.9271963212052382,0.0728036787947618
808,Zone 2,29,26,Unmarried,1,22,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,1,0,0,3.0,0,0,1,1,1,False,False,False,True,914.82908083762,Q1 (Low),<30,0,0,0.5841555904851082,0.41584440951489177
809,Zone 3,63,67,Unmarried,22,9,High school degree,Yes,Male,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,1,1,0,0,1,False,False,True,False,2191.25348409505,Q1 (Low),50+,1,0,0.9925667393755679,0.007433260624432059
811,Zone 3,60,50,Married,26,239,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0,0,1,1,2.0,0,0,1,0,1,False,False,False,True,2196.0382661234244,Q4 (High),40-50,1,1,0.9932156268081225,0.006784373191877524
813,Zone 2,39,39,Unmarried,19,29,College degree,No,Male,No,Yes,No,E-service,No,0,0,1,0,0,3.0,0,1,0,1,0,False,True,False,False,1842.5584452249154,Q1 (Low),30-40,0,0,0.9337386529339221,0.06626134706607789
814,Zone 3,65,39,Married,18,32,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,0,1,1,2.0,0,1,0,0,1,False,False,True,False,2138.3722753829034,Q2,30-40,1,0,0.9851450699059264,0.01485493009407357
816,Zone 3,28,36,Unmarried,8,57,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,0,0,0,1,False,False,True,False,1936.1435057229119,Q3,30-40,0,1,0.9520214705583881,0.04797852944161185
817,Zone 1,2,18,Unmarried,0,20,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,1,0,0,0,2.0,0,1,0,0,1,False,False,True,False,1331.909572995216,Q1 (Low),<30,0,0,0.7875263308367223,0.2124736691632777
818,Zone 3,67,52,Unmarried,13,248,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,0,0,0,1,False,False,True,False,2128.828533565188,Q4 (High),50+,1,1,0.9837553373195451,0.01624466268045488
820,Zone 3,48,35,Unmarried,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,0,1,0,2.0,0,1,0,0,1,False,False,True,False,1915.996496137992,Q1 (Low),30-40,0,0,0.9482586154964612,0.05174138450353882
821,Zone 2,10,26,Married,4,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0,1,0,1,1.0,0,0,0,0,0,True,False,False,False,1525.0404330028261,Q1 (Low),<30,0,0,0.8536378532939426,0.1463621467060574
823,Zone 1,21,24,Married,0,30,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,1,0,0,1,3.0,0,0,1,1,1,False,False,False,True,1094.925082270683,Q2,<30,0,0,0.6831804744112305,0.31681952558876947
824,Zone 2,25,51,Unmarried,9,66,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,1,0,0,3.0,0,1,1,1,1,False,False,False,True,1592.9900187107294,Q3,50+,0,1,0.8734734364787714,0.1265265635212286
825,Zone 3,44,31,Unmarried,8,16,Did not complete high school,No,Male,No,No,No,Basic service,Yes,1,0,0,1,0,1.0,0,1,0,0,0,True,False,False,False,1455.8886049979646,Q1 (Low),30-40,0,0,0.8317040843870845,0.16829591561291546
826,Zone 2,59,49,Unmarried,28,429,College degree,No,Female,No,No,Yes,Total service,Yes,1,0,1,0,0,3.0,0,0,0,0,1,False,False,False,True,2173.1962157946055,Q4 (High),40-50,1,1,0.9900845692334073,0.009915430766592737
827,Zone 2,11,26,Unmarried,7,20,High school degree,No,Male,No,No,No,Basic service,No,0,0,1,0,0,2.0,0,1,0,0,0,True,False,False,False,1149.558042134514,Q1 (Low),<30,0,0,0.709750357025418,0.290249642974582
830,Zone 1,17,19,Unmarried,0,18,High school degree,No,Female,No,Yes,No,E-service,Yes,1,1,0,0,0,2.0,0,0,0,1,0,False,True,False,False,1159.45405926599,Q1 (Low),<30,0,0,0.7143956920784681,0.2856043079215319
832,Zone 2,68,57,Married,38,33,Did not complete high school,No,Female,No,No,No,E-service,No,0,0,1,0,1,1.0,0,0,0,0,0,False,True,False,False,2239.974908406481,Q2,50+,1,0,0.9990059272902523,0.0009940727097477176
834,Zone 1,30,24,Married,3,30,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,1,0,0,1,1.0,0,0,0,0,0,True,False,False,False,1440.5034516542112,Q2,<30,0,0,0.8265706051465717,0.17342939485342834
835,Zone 3,22,30,Unmarried,8,41,High school degree,No,Male,Yes,No,No,Plus service,No,0,0,0,1,0,2.0,0,1,1,0,0,False,False,True,False,1663.4941884504,Q2,<30,0,0,0.8923934767729976,0.10760652322700237
836,Zone 2,10,20,Married,1,20,High school degree,No,Female,No,No,No,Basic service,Yes,1,0,1,0,1,2.0,0,0,0,0,0,True,False,False,False,1203.8477602325343,Q1 (Low),<30,0,0,0.734616463488924,0.26538353651107605
838,Zone 2,34,24,Married,5,17,College degree,No,Female,No,No,No,Plus service,No,0,0,1,0,1,3.0,0,0,0,0,0,False,False,True,False,1820.8998369041612,Q1 (Low),<30,0,0,0.9292034300407052,0.07079656995929484
839,Zone 2,43,49,Married,18,66,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0,1,0,1,1.0,0,1,0,0,0,False,False,True,False,2196.1349705388116,Q3,40-50,1,1,0.9932287035811856,0.006771296418814354
840,Zone 3,31,37,Married,15,18,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,0,1,1,3.0,0,1,1,1,1,False,False,False,True,1732.0209949420623,Q1 (Low),30-40,0,0,0.9092892047543666,0.09071079524563341
841,Zone 2,6,27,Married,5,26,College degree,No,Male,No,No,No,Basic service,Yes,1,0,1,0,1,3.0,0,1,0,0,0,True,False,False,False,1280.8851751142572,Q1 (Low),<30,0,0,0.7673791574056732,0.2326208425943268
842,Zone 2,48,42,Unmarried,21,46,College degree,No,Male,No,No,Yes,Plus service,No,0,0,1,0,0,3.0,0,1,0,0,1,False,False,True,False,2043.1881990079717,Q2,40-50,0,0,0.9705511496094346,0.02944885039056544
843,Zone 2,50,25,Unmarried,6,19,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0,1,0,0,1.0,0,1,0,0,0,True,False,False,False,1220.5725881847143,Q1 (Low),<30,0,0,0.7419763477200639,0.25802365227993607
844,Zone 3,20,41,Married,19,58,High school degree,No,Female,No,No,No,E-service,No,0,0,0,1,1,2.0,0,0,0,0,0,False,True,False,False,2190.520085727123,Q3,40-50,1,1,0.9924669550025422,0.007533044997457772
845,Zone 3,61,73,Unmarried,10,25,Did not complete high school,Yes,Male,No,No,No,Basic service,No,0,0,0,1,0,1.0,1,1,0,0,0,True,False,False,False,2049.6001118812997,Q1 (Low),50+,0,0,0.971587226913771,0.028412773086229026
846,Zone 2,6,21,Unmarried,0,15,High school degree,No,Female,No,No,No,Basic service,No,0,0,1,0,0,2.0,0,0,0,0,0,True,False,False,False,932.0366084603871,Q1 (Low),<30,0,0,0.5943849999993387,0.4056150000006613
847,Zone 2,1,22,Unmarried,2,35,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,0,1,0,0,2.0,0,1,0,1,0,True,False,False,False,589.3878851459373,Q2,<30,0,0,0.3635247966059829,0.6364752033940171
848,Zone 1,21,43,Unmarried,13,41,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,1,0,0,0,2.0,0,0,1,1,1,False,False,False,True,1661.8422329817768,Q2,40-50,0,0,0.8919685038733449,0.10803149612665508
849,Zone 3,7,32,Unmarried,1,71,College degree,No,Male,No,Yes,Yes,Total service,No,0,0,0,1,0,3.0,0,1,0,1,1,False,False,False,True,1281.9079562193408,Q3,30-40,0,1,0.7677948894779085,0.23220511052209147
851,Zone 1,64,37,Unmarried,10,44,College degree,No,Female,Yes,No,Yes,E-service,No,0,1,0,0,0,3.0,0,0,1,0,1,False,True,False,False,1766.7881808791064,Q2,30-40,0,0,0.9173366857296138,0.0826633142703862
852,Zone 3,4,30,Unmarried,0,41,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,0,0,1,0,2.0,0,1,0,0,1,False,False,True,False,1654.3375434933698,Q2,<30,0,0,0.8900270817832853,0.10997291821671473
854,Zone 2,22,35,Unmarried,12,28,High school degree,No,Male,No,Yes,No,E-service,Yes,1,0,1,0,0,2.0,0,1,0,1,0,False,True,False,False,1735.9683237238032,Q1 (Low),30-40,0,0,0.9102201296116473,0.08977987038835267
855,Zone 3,51,37,Married,17,101,High school degree,No,Female,No,No,Yes,Plus service,No,0,0,0,1,1,2.0,0,0,0,0,1,False,False,True,False,2136.9675408643097,Q4 (High),30-40,1,1,0.9849415043869808,0.015058495613019196
856,Zone 1,50,28,Unmarried,6,28,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,1,0,0,0,1.0,0,0,0,0,1,False,False,True,False,1818.557162927031,Q1 (Low),<30,0,0,0.9287056920164749,0.0712943079835251
857,Zone 1,31,47,Married,18,35,High school degree,No,Male,No,No,No,Basic service,No,0,1,0,0,1,2.0,0,1,0,0,0,True,False,False,False,1979.4880362037873,Q2,40-50,0,0,0.9598132193623155,0.04018678063768455
858,Zone 3,4,28,Unmarried,0,39,High school degree,No,Female,No,No,Yes,Plus service,Yes,1,0,0,1,0,2.0,0,0,0,0,1,False,False,True,False,1667.8091763011857,Q2,<30,0,0,0.8934994991910802,0.10650050080891982
859,Zone 3,60,56,Unmarried,19,51,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0,0,1,0,3.0,0,1,1,1,1,False,False,False,True,1906.5941805722478,Q3,50+,0,1,0.9464709245141146,0.05352907548588537
860,Zone 3,7,31,Married,12,31,High school degree,No,Female,No,No,No,Basic service,Yes,1,0,0,1,1,2.0,0,0,0,0,0,True,False,False,False,1738.456675778083,Q2,30-40,0,0,0.9108046775737686,0.0891953224262314
861,Zone 3,20,40,Unmarried,2,209,College degree,No,Female,No,No,No,E-service,No,0,0,0,1,0,3.0,0,0,0,0,0,False,True,False,False,1935.5641059268823,Q4 (High),30-40,0,1,0.9519145307044633,0.0480854692955367
863,Zone 3,58,37,Married,5,64,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0,0,1,1,3.0,0,0,1,1,1,False,False,False,True,1573.7292840332277,Q3,30-40,0,1,0.8680161292278178,0.1319838707721822
865,Zone 3,72,61,Married,34,61,Did not complete high school,No,Male,No,No,No,E-service,No,0,0,0,1,1,1.0,0,1,0,0,0,False,True,False,False,2239.7061938968814,Q3,50+,1,1,0.9989714169711322,0.0010285830288677689
868,Zone 3,18,34,Married,4,42,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0,0,1,1,2.0,0,0,1,0,1,False,False,False,True,1916.770221057469,Q2,30-40,0,0,0.9484048226939261,0.05159517730607388
869,Zone 2,24,31,Married,6,41,High school degree,No,Male,No,No,Yes,Plus service,No,0,0,1,0,1,2.0,0,1,0,0,1,False,False,True,False,1936.0888226288068,Q2,30-40,0,0,0.9520113808948458,0.04798861910515417
870,Zone 3,70,36,Unmarried,8,50,Did not complete high school,No,Female,No,No,No,E-service,No,0,0,0,1,0,1.0,0,0,0,0,0,False,True,False,False,2068.0469738271822,Q3,30-40,0,1,0.9745240151306382,0.025475984869361756
